title_ru,page_num,title_en,href
Стальной алхимик: Братство,1,Fullmetal Alchemist: Brotherhood,https://shikimori.one/animes/z5114-fullmetal-alchemist-brotherhood
Врата Штейна,1,Steins;Gate,https://shikimori.one/animes/z9253-steins-gate
Гинтама 4,1,Gintama°,https://shikimori.one/animes/z28977-gintama
Охотник х Охотник,1,Hunter x Hunter (2011),https://shikimori.one/animes/z11061-hunter-x-hunter-2011
Легенда о героях Галактики,1,Ginga Eiyuu Densetsu,https://shikimori.one/animes/820-ginga-eiyuu-densetsu
Гинтама 2,1,Gintama',https://shikimori.one/animes/z9969-gintama
Вторжение гигантов 3. Часть 2,1,Shingeki no Kyojin Season 3 Part 2,https://shikimori.one/animes/38524-shingeki-no-kyojin-season-3-part-2
Твоё имя,1,Kimi no Na wa.,https://shikimori.one/animes/32281-kimi-no-na-wa
Гинтама 3,1,Gintama': Enchousen,https://shikimori.one/animes/z15417-gintama-enchousen
Мартовский лев 2,1,3-gatsu no Lion 2nd Season,https://shikimori.one/animes/35180-3-gatsu-no-lion-2nd-season
Форма голоса,1,Koe no Katachi,https://shikimori.one/animes/y28851-koe-no-katachi
Гинтама 5,1,Gintama.,https://shikimori.one/animes/z34096-gintama
Кланнад: Продолжение истории,1,Clannad: After Story,https://shikimori.one/animes/z4181-clannad-after-story
Гинтама,1,Gintama,https://shikimori.one/animes/z918-gintama
Гинтама: Финальная арка — Ёродзуя навсегда!,1,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,https://shikimori.one/animes/z15335-gintama-movie-2-kanketsu-hen-yorozuya-yo-eien-nare
История финала 2,1,Owarimonogatari 2nd Season,https://shikimori.one/animes/z35247-owarimonogatari-2nd-season
Волейбол!! 3,1,Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,https://shikimori.one/animes/z32935-haikyuu-karasuno-koukou-vs-shiratorizawa-gakuen-koukou
Код Гиас: Восставший Лелуш 2,1,Code Geass: Hangyaku no Lelouch R2,https://shikimori.one/animes/2904-code-geass-hangyaku-no-lelouch-r2
Моб Психо 100 2,1,Mob Psycho 100 II,https://shikimori.one/animes/z37510-mob-psycho-100-ii
Унесённые призраками,1,Sen to Chihiro no Kamikakushi,https://shikimori.one/animes/z199-sen-to-chihiro-no-kamikakushi
Гинтама 8,2,Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,https://shikimori.one/animes/37491-gintama-shirogane-no-tamashii-hen-kouhan-sen
Истории ран. Часть 3: Холодная кровь,2,Kizumonogatari III: Reiketsu-hen,https://shikimori.one/animes/z31758-kizumonogatari-iii-reiketsu-hen
Волейбол!! 2,2,Haikyuu!! Second Season,https://shikimori.one/animes/z28891-haikyuu-second-season
Госпожа Кагуя: в любви как на войне 2,2,Kaguya-sama wa Kokurasetai?: Tensai-tachi no Renai Zunousen,https://shikimori.one/animes/40591-kaguya-sama-wa-kokurasetai-tensai-tachi-no-renai-zunousen
"Клинок, рассекающий демонов",2,Kimetsu no Yaiba,https://shikimori.one/animes/z38000-kimetsu-no-yaiba
Созданный в Бездне,2,Made in Abyss,https://shikimori.one/animes/z34599-made-in-abyss
Твоя апрельская ложь,2,Shigatsu wa Kimi no Uso,https://shikimori.one/animes/z23273-shigatsu-wa-kimi-no-uso
Сёва-Гэнроку: Двойное самоубийство по ракуго 2,2,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,https://shikimori.one/animes/33095-shouwa-genroku-rakugo-shinjuu-sukeroku-futatabi-hen
Ковбой Бибоп,2,Cowboy Bebop,https://shikimori.one/animes/1-cowboy-bebop
Гинтама 7,2,Gintama.: Shirogane no Tamashii-hen,https://shikimori.one/animes/36838-gintama-shirogane-no-tamashii-hen
Мастер муси: Следующая глава 2,2,Mushishi Zoku Shou 2nd Season,https://shikimori.one/animes/24701-mushishi-zoku-shou-2nd-season
Цикл историй: Второй сезон,2,Monogatari Series: Second Season,https://shikimori.one/animes/x17074-monogatari-series-second-season
Первый шаг,2,Hajime no Ippo,https://shikimori.one/animes/263-hajime-no-ippo
Сага о Винланде,2,Vinland Saga,https://shikimori.one/animes/37521-vinland-saga
Созданный в Бездне: Рассвет глубокой души,2,Made in Abyss Movie 3: Fukaki Tamashii no Reimei,https://shikimori.one/animes/z36862-made-in-abyss-movie-3-fukaki-tamashii-no-reimei
Принцесса Мононоке,2,Mononoke Hime,https://shikimori.one/animes/164-mononoke-hime
Код Гиас: Восставший Лелуш,2,Code Geass,https://shikimori.one/animes/1575-code-geass
Мастер муси: Следующая глава,2,Mushishi Zoku Shou,https://shikimori.one/animes/21939-mushishi-zoku-shou
Бродяга Кэнсин: Воспоминания,2,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,https://shikimori.one/animes/z44-rurouni-kenshin-meiji-kenkaku-romantan-tsuioku-hen
Монстр,2,Monster,https://shikimori.one/animes/19-monster
Крутой учитель Онидзука,3,Great Teacher Onizuka,https://shikimori.one/animes/245-great-teacher-onizuka
Мастер муси,3,Mushishi,https://shikimori.one/animes/457-mushishi
Первый шаг: Новый вызов,3,Hajime no Ippo: New Challenger,https://shikimori.one/animes/5258-hajime-no-ippo-new-challenger
Ходячий замок,3,Howl no Ugoku Shiro,https://shikimori.one/animes/431-howl-no-ugoku-shiro
Тетрадь дружбы Нацумэ 4,3,Natsume Yuujinchou Shi,https://shikimori.one/animes/11665-natsume-yuujinchou-shi
Волчьи дети Амэ и Юки,3,Ookami Kodomo no Ame to Yuki,https://shikimori.one/animes/12355-ookami-kodomo-no-ame-to-yuki
Этот глупый свин не понимает мечту девочки-зайки. Фильм,3,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,https://shikimori.one/animes/z38329-seishun-buta-yarou-wa-yumemiru-shoujo-no-yume-wo-minai
Исчезновение Харухи Судзумии,3,Suzumiya Haruhi no Shoushitsu,https://shikimori.one/animes/7311-suzumiya-haruhi-no-shoushitsu
"Гуррен-Лаганн, пронзающий небеса",3,Tengen Toppa Gurren Lagann,https://shikimori.one/animes/z2001-tengen-toppa-gurren-lagann
Невероятное приключение ДжоДжо: Золотой ветер,3,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,https://shikimori.one/animes/37991-jojo-no-kimyou-na-bouken-part-5-ougon-no-kaze
Тетрадь дружбы Нацумэ 6,3,Natsume Yuujinchou Roku,https://shikimori.one/animes/34591-natsume-yuujinchou-roku
Обещанный Неверленд,3,Yakusoku no Neverland,https://shikimori.one/animes/z37779-yakusoku-no-neverland
Завтрашний Джо 2,3,Ashita no Joe 2,https://shikimori.one/animes/2921-ashita-no-joe-2
Судьба/Ночь схватки: Прикосновение небес 2,3,Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,https://shikimori.one/animes/z33049-fate-stay-night-movie-heaven-s-feel-ii-lost-butterfly
Мастер муси: Следующая глава — Капли колокольчиков,3,Mushishi Zoku Shou: Suzu no Shizuku,https://shikimori.one/animes/28957-mushishi-zoku-shou-suzu-no-shizuku
Ванпанчмен,3,One Punch Man,https://shikimori.one/animes/z30276-one-punch-man
Истории ран. Часть 2: Горячая кровь,3,Kizumonogatari II: Nekketsu-hen,https://shikimori.one/animes/z31757-kizumonogatari-ii-nekketsu-hen
Тетрадь смерти,3,Death Note,https://shikimori.one/animes/z1535-death-note
Этот замечательный мир! Багровая легенда,3,Kono Subarashii Sekai ni Shukufuku wo!: Kurenai Densetsu,https://shikimori.one/animes/z38040-kono-subarashii-sekai-ni-shukufuku-wo-kurenai-densetsu
Пинг-понг,3,Ping Pong the Animation,https://shikimori.one/animes/z22135-ping-pong-the-animation
Бакуман 3,4,Bakuman. 3rd Season,https://shikimori.one/animes/12365-bakuman-3rd-season
Судьба/Начало 2,4,Fate/Zero 2nd Season,https://shikimori.one/animes/z11741-fate-zero-2nd-season
Первый шаг: Восхождение,4,Hajime no Ippo: Rising,https://shikimori.one/animes/19647-hajime-no-ippo-rising
Тетрадь дружбы Нацумэ 3,4,Natsume Yuujinchou San,https://shikimori.one/animes/10379-natsume-yuujinchou-san
Вайолет Эвергарден,4,Violet Evergarden,https://shikimori.one/animes/33352-violet-evergarden
Сказ о четырёх с половиной татами,4,Yojouhan Shinwa Taikei,https://shikimori.one/animes/7785-yojouhan-shinwa-taikei
Волейбол!!,4,Haikyuu!!,https://shikimori.one/animes/z20583-haikyuu
Тетрадь дружбы Нацумэ 5,4,Natsume Yuujinchou Go,https://shikimori.one/animes/32983-natsume-yuujinchou-go
Сёва-Гэнроку: Двойное самоубийство по ракуго,4,Shouwa Genroku Rakugo Shinjuu,https://shikimori.one/animes/28735-shouwa-genroku-rakugo-shinjuu
Я хочу съесть твою поджелудочную,4,Kimi no Suizou wo Tabetai,https://shikimori.one/animes/z36098-kimi-no-suizou-wo-tabetai
Яркая Тихая 3,4,Chihayafuru 3,https://shikimori.one/animes/z37379-chihayafuru-3
Царство 3,4,Kingdom 3rd Season,https://shikimori.one/animes/40682-kingdom-3rd-season
"Мастер муси: Тень, поглотившая солнце",4,Mushishi: Hihamukage,https://shikimori.one/animes/21329-mushishi-hihamukage
"Дальше, чем космос",4,Sora yori mo Tooi Basho,https://shikimori.one/animes/35839-sora-yori-mo-tooi-basho
Гуррен-Лаганн: Звёздный свет,4,Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,https://shikimori.one/animes/z4565-tengen-toppa-gurren-lagann-movie-2-lagann-hen
Тетрадь дружбы Нацумэ 2,4,Zoku Natsume Yuujinchou,https://shikimori.one/animes/5300-zoku-natsume-yuujinchou
Класс убийц 2,4,Ansatsu Kyoushitsu 2nd Season,https://shikimori.one/animes/z30654-ansatsu-kyoushitsu-2nd-season
Граница пустоты 5: Спираль парадокса,4,Kara no Kyoukai 5: Mujun Rasen,https://shikimori.one/animes/4282-kara-no-kyoukai-5-mujun-rasen
Дитя погоды,4,Tenki no Ko,https://shikimori.one/animes/38826-tenki-no-ko
Ария: Происхождение,4,Aria the Origination,https://shikimori.one/animes/y3297-aria-the-origination
Невероятное приключение ДжоДжо: Несокрушимый алмаз,5,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,https://shikimori.one/animes/31933-jojo-no-kimyou-na-bouken-part-4-diamond-wa-kudakenai
История финала: Продолжение,5,Zoku Owarimonogatari,https://shikimori.one/animes/z36999-zoku-owarimonogatari
Призрак в доспехах: Синдром одиночки 2,5,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,https://shikimori.one/animes/801-koukaku-kidoutai-stand-alone-complex-2nd-gig
Магистр дьявольского культа,5,Mo Dao Zu Shi,https://shikimori.one/animes/37208-mo-dao-zu-shi
Ох уж этот экстрасенс Сайки Кусуо! 2,5,Saiki Kusuo no Ψ-nan 2,https://shikimori.one/animes/34612-saiki-kusuo-no-nan-2
Гинтама 6,5,Gintama.: Porori-hen,https://shikimori.one/animes/z35843-gintama-porori-hen
Радуга: Семеро из шестой камеры второго блока,5,Rainbow: Nisha Rokubou no Shichinin,https://shikimori.one/animes/6114-rainbow-nisha-rokubou-no-shichinin
Моя геройская академия 2,5,Boku no Hero Academia 2nd Season,https://shikimori.one/animes/33486-boku-no-hero-academia-2nd-season
Гинтама: Сказание о Бэнидзакуре,5,Gintama Movie 1: Shinyaku Benizakura-hen,https://shikimori.one/animes/z7472-gintama-movie-1-shinyaku-benizakura-hen
Невероятное приключение ДжоДжо: Рыцари звёздной пыли 2,5,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,https://shikimori.one/animes/26055-jojo-no-kimyou-na-bouken-part-3-stardust-crusaders-2nd-season
Слэм-данк,5,Slam Dunk,https://shikimori.one/animes/z170-slam-dunk
Врата Штейна 0,5,Steins;Gate 0,https://shikimori.one/animes/z30484-steins-gate-0
Врата Штейна: Зона загрузки дежавю,5,Steins;Gate Movie: Fuka Ryouiki no Dejà vu,https://shikimori.one/animes/z11577-steins-gate-movie-fuka-ryouiki-no-dej-vu
Космические братья,5,Uchuu Kyoudai,https://shikimori.one/animes/12431-uchuu-kyoudai
Волейбол!! К вершине,5,Haikyuu!!: To the Top,https://shikimori.one/animes/z38883-haikyuu-to-the-top
Могила светлячков,5,Hotaru no Haka,https://shikimori.one/animes/x578-hotaru-no-haka
Моб Психо 100,5,Mob Psycho 100,https://shikimori.one/animes/z32182-mob-psycho-100
Евангелион нового поколения: Конец Евангелиона,5,Neon Genesis Evangelion: The End of Evangelion,https://shikimori.one/animes/32-neon-genesis-evangelion-the-end-of-evangelion
В ногу с ветром,5,Kaze ga Tsuyoku Fuiteiru,https://shikimori.one/animes/37965-kaze-ga-tsuyoku-fuiteiru
Мелочи жизни,5,Nichijou,https://shikimori.one/animes/10165-nichijou
Ох уж этот экстрасенс Сайки Кусуо!,6,Saiki Kusuo no Ψ-nan,https://shikimori.one/animes/33255-saiki-kusuo-no-nan
Самурай Чамплу,6,Samurai Champloo,https://shikimori.one/animes/205-samurai-champloo
Мэйджор 5,6,Major S5,https://shikimori.one/animes/5028-major-s5
Вторжение гигантов 3,6,Shingeki no Kyojin Season 3,https://shikimori.one/animes/35760-shingeki-no-kyojin-season-3
Невиданный цветок,6,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,https://shikimori.one/animes/9989-ano-hi-mita-hana-no-namae-wo-bokutachi-wa-mada-shiranai
Ван-Пис,6,One Piece,https://shikimori.one/animes/z21-one-piece
Мастер муси: Следующая глава — Тернистый путь ,6,Mushishi Zoku Shou: Odoro no Michi,https://shikimori.one/animes/24687-mushishi-zoku-shou-odoro-no-michi
Вайолет Эвергарден: Вечность и призрак пера,6,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,https://shikimori.one/animes/39741-violet-evergarden-gaiden-eien-to-jidou-shuki-ningyou
Моя геройская академия 3,6,Boku no Hero Academia 3rd Season,https://shikimori.one/animes/36456-boku-no-hero-academia-3rd-season
Перекрёстная игра,6,Cross Game,https://shikimori.one/animes/5941-cross-game
Берсерк,6,Kenpuu Denki Berserk,https://shikimori.one/animes/33-kenpuu-denki-berserk
Нет игры — нет жизни: Начало,6,No Game No Life: Zero,https://shikimori.one/animes/z33674-no-game-no-life-zero
Брошенный кролик,6,Usagi Drop,https://shikimori.one/animes/10162-usagi-drop
Яркая Тихая 2,6,Chihayafuru 2,https://shikimori.one/animes/z14397-chihayafuru-2
Граница пустоты 7: Теория убийства — Часть 2,6,Kara no Kyoukai 7: Satsujin Kousatsu (Go),https://shikimori.one/animes/5205-kara-no-kyoukai-7-satsujin-kousatsu-go
Паразит: Учение о жизни,6,Kiseijuu: Sei no Kakuritsu,https://shikimori.one/animes/22535-kiseijuu-sei-no-kakuritsu
Задержи этот звук! 2,6,Kono Oto Tomare! 2nd Season,https://shikimori.one/animes/38889-kono-oto-tomare-2nd-season
Нана,6,Nana,https://shikimori.one/animes/877-nana
История финала,6,Owarimonogatari,https://shikimori.one/animes/z31181-owarimonogatari
Укрась прощальное утро цветами обещания,6,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,https://shikimori.one/animes/35851-sayonara-no-asa-ni-yakusoku-no-hana-wo-kazarou
Мартовский лев,7,3-gatsu no Lion,https://shikimori.one/animes/31646-3-gatsu-no-lion
"Город, в котором меня нет",7,Boku dake ga Inai Machi,https://shikimori.one/animes/z31043-boku-dake-ga-inai-machi
Гинтама: Лучшее из «Гинтамы» на Theater 2D,7,Gintama: Yorinuki Gintama-san on Theater 2D,https://shikimori.one/animes/21899-gintama-yorinuki-gintama-san-on-theater-2d
Хеллсинг OVA,7,Hellsing Ultimate,https://shikimori.one/animes/777-hellsing-ultimate
"В лес, где мерцают светлячки",7,Hotarubi no Mori e,https://shikimori.one/animes/10408-hotarubi-no-mori-e
Призрак в доспехах: Синдром одиночки,7,Koukaku Kidoutai: Stand Alone Complex,https://shikimori.one/animes/467-koukaku-kidoutai-stand-alone-complex
Отчёт о буйстве духов,7,Yuu☆Yuu☆Hakusho,https://shikimori.one/animes/392-yuu-yuu-hakusho
Бакуман 2,7,Bakuman. 2nd Season,https://shikimori.one/animes/10030-bakuman-2nd-season
Гинтама 4: Любовные благовония,7,Gintama°: Aizome Kaori-hen,https://shikimori.one/animes/32366-gintama-aizome-kaori-hen
Страна самоцветов,7,Houseki no Kuni (TV),https://shikimori.one/animes/35557-houseki-no-kuni-tv
Охотник х Охотник,7,Hunter x Hunter,https://shikimori.one/animes/z136-hunter-x-hunter
Девочка-волшебница Мадока★Волшебный фильм 3: История восстания,7,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,https://shikimori.one/animes/11981-mahou-shoujo-madoka-magica-movie-3-hangyaku-no-monogatari
Вторжение гигантов,7,Shingeki no Kyojin,https://shikimori.one/animes/16498-shingeki-no-kyojin
Шумиха!,7,Baccano!,https://shikimori.one/animes/z2251-baccano
Баракамон,7,Barakamon,https://shikimori.one/animes/22789-barakamon
"Приятно познакомиться, Бог 2 OVA",7,Kamisama Hajimemashita: Kako-hen,https://shikimori.one/animes/z30709-kamisama-hajimemashita-kako-hen
Навсикая из Долины ветров,7,Kaze no Tani no Nausicaa,https://shikimori.one/animes/572-kaze-no-tani-no-nausicaa
Царство 2,7,Kingdom 2nd Season,https://shikimori.one/animes/17389-kingdom-2nd-season
Доктор Стоун,7,Dr. Stone,https://shikimori.one/animes/z38691-dr-stone
Госпожа Кагуя: в любви как на войне,7,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,https://shikimori.one/animes/37999-kaguya-sama-wa-kokurasetai-tensai-tachi-no-renai-zunousen
Истории ран. Часть 1: Железная кровь,8,Kizumonogatari I: Tekketsu-hen,https://shikimori.one/animes/z9260-kizumonogatari-i-tekketsu-hen
Баскетбол Куроко 3,8,Kuroko no Basket 3rd Season,https://shikimori.one/animes/24415-kuroko-no-basket-3rd-season
Магистр дьявольского культа 2,8,Mo Dao Zu Shi 2nd Season,https://shikimori.one/animes/38450-mo-dao-zu-shi-2nd-season
Мононокэ,8,Mononoke,https://shikimori.one/animes/2246-mononoke
Тетрадь дружбы Нацумэ: Эфемерная связь,8,Natsume Yuujinchou Movie: Utsusemi ni Musubu,https://shikimori.one/animes/36538-natsume-yuujinchou-movie-utsusemi-ni-musubu
Повар-боец Сома,8,Shokugeki no Souma,https://shikimori.one/animes/28171-shokugeki-no-souma
Мэйджор 6,8,Major S6,https://shikimori.one/animes/7655-major-s6
Тетрадь дружбы Нацумэ 6: Спешлы,8,Natsume Yuujinchou Roku Specials,https://shikimori.one/animes/36275-natsume-yuujinchou-roku-specials
Идеальная грусть,8,Perfect Blue,https://shikimori.one/animes/437-perfect-blue
Психопаспорт,8,Psycho-Pass,https://shikimori.one/animes/z13601-psycho-pass
Этот глупый свин не понимает мечту девочки-зайки,8,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,https://shikimori.one/animes/z37450-seishun-buta-yarou-wa-bunny-girl-senpai-no-yume-wo-minai
Необъятный океан,8,Grand Blue,https://shikimori.one/animes/37105-grand-blue
Девочка-волшебница Мадока★Волшебство,8,Mahou Shoujo Madoka★Magica,https://shikimori.one/animes/9756-mahou-shoujo-madoka-magica
Вторжение гигантов 2,8,Shingeki no Kyojin Season 2,https://shikimori.one/animes/25777-shingeki-no-kyojin-season-2
Из нового света,8,Shinsekai yori,https://shikimori.one/animes/z13125-shinsekai-yori
Космический линкор Ямато 2199,8,Uchuu Senkan Yamato 2199,https://shikimori.one/animes/12029-uchuu-senkan-yamato-2199
Ученик чудовища,8,Bakemono no Ko,https://shikimori.one/animes/x28805-bakemono-no-ko
Ковбой Бибоп: Достучаться до небес,8,Cowboy Bebop: Tengoku no Tobira,https://shikimori.one/animes/5-cowboy-bebop-tengoku-no-tobira
Судьба/Начало,8,Fate/Zero,https://shikimori.one/animes/z10087-fate-zero
Истории мечей,8,Katanagatari,https://shikimori.one/animes/6594-katanagatari
Девочка-волшебница Мадока★Волшебный фильм 2:  История вечности,9,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,https://shikimori.one/animes/11979-mahou-shoujo-madoka-magica-movie-2-eien-no-monogatari
Мэйджор: Мировая серия,9,Major: World Series,https://shikimori.one/animes/11917-major-world-series
Волчица и пряности II,9,Ookami to Koushinryou II,https://shikimori.one/animes/5341-ookami-to-koushinryou-ii
Голубые небеса Ромео,9,Romeo no Aoi Sora,https://shikimori.one/animes/2559-romeo-no-aoi-sora
Дети на холме,9,Sakamichi no Apollon,https://shikimori.one/animes/z12531-sakamichi-no-apollon
Белый ящик,9,Shirobako,https://shikimori.one/animes/z25835-shirobako
Врата Штейна: Эгоистичная пориомания ,9,Steins;Gate: Oukoubakko no Poriomania,https://shikimori.one/animes/z10863-steins-gate-oukoubakko-no-poriomania
Евангелион 2.22: Ты (не) пройдёшь,9,Evangelion: 2.0 You Can (Not) Advance,https://shikimori.one/animes/3784-evangelion-2-0-you-can-not-advance
Аватар короля: Специальные выпуски,9,Quanzhi Gaoshou Specials,https://shikimori.one/animes/37078-quanzhi-gaoshou-specials
Вторжение гигантов: Выбор без сожалений,9,Shingeki no Kyojin: Kuinaki Sentaku,https://shikimori.one/animes/25781-shingeki-no-kyojin-kuinaki-sentaku
Мой сосед Тоторо,9,Tonari no Totoro,https://shikimori.one/animes/z523-tonari-no-totoro
Путь аса 2,9,Diamond no Ace: Second Season,https://shikimori.one/animes/z30230-diamond-no-ace-second-season
Заклинательница зверей Эрин,9,Kemono no Souja Erin,https://shikimori.one/animes/5420-kemono-no-souja-erin
Путешествие Кино: Прекрасный мир,9,Kino no Tabi: The Beautiful World,https://shikimori.one/animes/z486-kino-no-tabi-the-beautiful-world
Баскетбол Куроко 2,9,Kuroko no Basket 2nd Season,https://shikimori.one/animes/16894-kuroko-no-basket-2nd-season
Мобильный воин Гандам: Происхождение,9,Mobile Suit Gundam: The Origin,https://shikimori.one/animes/z10937-mobile-suit-gundam-the-origin
Тетрадь дружбы Нацумэ: Однажды зимним днём,9,Natsume Yuujinchou: Itsuka Yuki no Hi ni,https://shikimori.one/animes/20651-natsume-yuujinchou-itsuka-yuki-no-hi-ni
Один на вылет,9,One Outs,https://shikimori.one/animes/5040-one-outs
Судьба/Ночь схватки: Бесконечный мир клинков 2,9,Fate/stay night: Unlimited Blade Works 2nd Season,https://shikimori.one/animes/z28701-fate-stay-night-unlimited-blade-works-2nd-season
Нодамэ Кантабиле,9,Nodame Cantabile,https://shikimori.one/animes/1698-nodame-cantabile
Военная хроника маленькой девочки. Фильм,10,Youjo Senki Movie,https://shikimori.one/animes/37055-youjo-senki-movie
Истории монстров,10,Bakemonogatari,https://shikimori.one/animes/y5081-bakemonogatari
Охотник х Охотник OVA,10,Hunter x Hunter: Yorkshin City Kanketsu-hen,https://shikimori.one/animes/z137-hunter-x-hunter-yorkshin-city-kanketsu-hen
Маги: Королевство магии,10,Magi: The Kingdom of Magic,https://shikimori.one/animes/z18115-magi-the-kingdom-of-magic
Тетрадь дружбы Нацумэ,10,Natsume Yuujinchou,https://shikimori.one/animes/4081-natsume-yuujinchou
Добро пожаловать в NHK,10,NHK ni Youkoso!,https://shikimori.one/animes/1210-nhk-ni-youkoso
Небесный замок Лапута,10,Tenkuu no Shiro Laputa,https://shikimori.one/animes/513-tenkuu-no-shiro-laputa
Роза Версаля,10,Versailles no Bara,https://shikimori.one/animes/z338-versailles-no-bara
"Вайолет Эвергарден: День, когда ты поймёшь, что я люблю тебя, обязательно наступит",10,"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",https://shikimori.one/animes/37095-violet-evergarden-kitto-ai-wo-shiru-hi-ga-kuru-no-darou
Детектив Конан: Призрак с Бейкер-Стрит,10,Detective Conan Movie 06: The Phantom of Baker Street,https://shikimori.one/animes/1365-detective-conan-movie-06-the-phantom-of-baker-street
Гинтама: Рождение Белого Демона,10,Gintama: Shiroyasha Koutan,https://shikimori.one/animes/z6945-gintama-shiroyasha-koutan
Кэйон в кино!,10,Eiga K-On!,https://shikimori.one/animes/9617-eiga-k-on
Тёмный дворецкий: Глава об Атлантике,10,Kuroshitsuji Movie: Book of the Atlantic,https://shikimori.one/animes/z31812-kuroshitsuji-movie-book-of-the-atlantic
Тетрадь дружбы Нацумэ 5: Спешлы,10,Natsume Yuujinchou Go Specials,https://shikimori.one/animes/34534-natsume-yuujinchou-go-specials
Бродяга Кэнсин,10,Rurouni Kenshin: Meiji Kenkaku Romantan,https://shikimori.one/animes/z45-rurouni-kenshin-meiji-kenkaku-romantan
Повар-боец Сома: Второе блюдо,10,Shokugeki no Souma: Ni no Sara,https://shikimori.one/animes/32282-shokugeki-no-souma-ni-no-sara
Меч чужака,10,Stranger: Mukou Hadan,https://shikimori.one/animes/2418-stranger-mukou-hadan
Хроника крыльев: Откровения Токио,10,Tsubasa: Tokyo Revelations,https://shikimori.one/animes/2685-tsubasa-tokyo-revelations
Бек ,10,Beck,https://shikimori.one/animes/57-beck
Судьба/Ночь схватки: Прикосновение небес,10,Fate/stay night Movie: Heaven's Feel - I. Presage Flower,https://shikimori.one/animes/z25537-fate-stay-night-movie-heaven-s-feel-i-presage-flower
Этот замечательный мир! 2,11,Kono Subarashii Sekai ni Shukufuku wo! 2,https://shikimori.one/animes/y32937-kono-subarashii-sekai-ni-shukufuku-wo-2
Одноклассник,11,Doukyuusei (Movie),https://shikimori.one/animes/30346-doukyuusei-movie
Странники,11,Planetes,https://shikimori.one/animes/329-planetes
Re:Zero. Жизнь с нуля в альтернативном мире,11,Re:Zero kara Hajimeru Isekai Seikatsu,https://shikimori.one/animes/z31240-re-zero-kara-hajimeru-isekai-seikatsu
Торадора!,11,Toradora!,https://shikimori.one/animes/4224-toradora
Детектив Конан: Первый эпизод,11,Detective Conan: Episode One - The Great Detective Turned Small,https://shikimori.one/animes/34036-detective-conan-episode-one-the-great-detective-turned-small
Серебряная ложка 2,11,Gin no Saji 2nd Season,https://shikimori.one/animes/19363-gin-no-saji-2nd-season
Первый шаг: Путь чемпиона,11,Hajime no Ippo: Champion Road,https://shikimori.one/animes/264-hajime-no-ippo-champion-road
Охотник х Охотник: Остров Жадности — Финал,11,Hunter x Hunter: Greed Island Final,https://shikimori.one/animes/z139-hunter-x-hunter-greed-island-final
Призрак в доспехах,11,Koukaku Kidoutai,https://shikimori.one/animes/43-koukaku-kidoutai
Мэйджор,11,Major S1,https://shikimori.one/animes/627-major-s1
Евангелион нового поколения,11,Neon Genesis Evangelion,https://shikimori.one/animes/30-neon-genesis-evangelion
Красная черта,11,Redline,https://shikimori.one/animes/6675-redline
Повар-боец Сома: Третье блюдо,11,Shokugeki no Souma: San no Sara,https://shikimori.one/animes/35788-shokugeki-no-souma-san-no-sara
Банановая рыба,11,Banana Fish,https://shikimori.one/animes/36649-banana-fish
Выдающиеся звери,11,Beastars,https://shikimori.one/animes/39195-beastars
Повседневная жизнь старшеклассников,11,Danshi Koukousei no Nichijou,https://shikimori.one/animes/11843-danshi-koukousei-no-nichijou
Девушки и танки,11,Girls & Panzer Movie,https://shikimori.one/animes/z18617-girls-panzer-movie
"Звучи, эуфониум! 2",11,Hibike! Euphonium 2,https://shikimori.one/animes/31988-hibike-euphonium-2
Мэйджор 3,11,Major S3,https://shikimori.one/animes/1842-major-s3
Нет игры — нет жизни,12,No Game No Life,https://shikimori.one/animes/z19815-no-game-no-life
Нодамэ Кантабиле: Финал,12,Nodame Cantabile: Finale,https://shikimori.one/animes/5690-nodame-cantabile-finale
Волчица и пряности,12,Ookami to Koushinryou,https://shikimori.one/animes/2966-ookami-to-koushinryou
Лагерь на свежем воздухе,12,Yuru Camp△,https://shikimori.one/animes/34798-yuru-camp
Завтрашний Джо,12,Ashita no Joe,https://shikimori.one/animes/2402-ashita-no-joe
