title_en,href,title_ru,page_num
Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!,,"Ранма 1/2: Нихао, дорогая наложница!",91
Re:␣Hamatora,,Детективное агентство «Хаматора» 2,91
Rikei ga Koi ni Ochita no de Shoumei shitemita.,,Влюблённые учёные и научное доказательство любви,91
Saiyuuki Reload,,Саюки: Перезарядка,91
Sakura Quest,https://shikimori.one/animes/34494-sakura-quest,Квест Сакуры,92
Sengoku Basara,https://shikimori.one/animes/5355-sengoku-basara,Эпоха смут,92
Shigurui,https://shikimori.one/animes/2216-shigurui,Одержимые смертью,92
Steins;Gate: Soumei Eichi no Cognitive Computing,https://shikimori.one/animes/z27957-steins-gate-soumei-eichi-no-cognitive-computing,Врата Штейна: Великая мудрость когнитивного компьютера,92
Taiho Shichau zo: Second Season,https://shikimori.one/animes/2014-taiho-shichau-zo-second-season,Вы арестованы! 2,92
Tales of Zestiria: Doushi no Yoake,https://shikimori.one/animes/24459-tales-of-zestiria-doushi-no-yoake,Сказания Зестирии: Пришествие Пастыря,92
Towa no Quon 2: Konton no Ranbu,https://shikimori.one/animes/y10713-towa-no-quon-2-konton-no-ranbu,Некогда вечный 2: Орхидея в танце хаоса,92
UN-GO,https://shikimori.one/animes/z10798-un-go,Ан-го,92
Yao Shen Ji 2nd Season,https://shikimori.one/animes/37164-yao-shen-ji-2nd-season,Сказания о демонах и богах 2,92
Yozakura Quartet: Hoshi no Umi,https://shikimori.one/animes/z8457-yozakura-quartet-hoshi-no-umi,Вишнёвый квартет: Звёздный океан,92
Aikatsu! Movie,https://shikimori.one/animes/22819-aikatsu-movie,Айкацу! Фильм,92
AKB0048,https://shikimori.one/animes/12149-akb0048,АКБ0048,92
Amagami SS,https://shikimori.one/animes/y8676-amagami-ss,Нежный укус,92
Dakaretai Otoko 1-i ni Odosarete Imasu.,https://shikimori.one/animes/z37597-dakaretai-otoko-1-i-ni-odosarete-imasu,DAKAICHI. Мой номер 1,92
Date A Live: Date to Date,https://shikimori.one/animes/17641-date-a-live-date-to-date,Рандеву с жизнью: Время до свидания,92
Future GPX Cyber Formula Zero,https://shikimori.one/animes/1393-future-gpx-cyber-formula-zero,Кибер-Формула ГПИкс нового времени: Зеро,92
Gatchaman Crowds: Embrace,https://shikimori.one/animes/23703-gatchaman-crowds-embrace,Гатчамен: Общество — Объятия,92
Grimm Masterpiece Theater,https://shikimori.one/animes/4060-grimm-masterpiece-theater,Театр шедевров братьев Гримм,92
Handa-kun,https://shikimori.one/animes/32648-handa-kun,Ханда-кун,92
Hokuto no Ken: Toki-den,https://shikimori.one/animes/4312-hokuto-no-ken-toki-den,Кулак Северной звезды: Легенда о Токи,92
Honobono Log,https://shikimori.one/animes/33241-honobono-log,Душевный журнал,93
Jibaku-kun,https://shikimori.one/animes/2330-jibaku-kun,Баки: Невероятный парень,93
Kaikan Phrase,https://shikimori.one/animes/1021-kaikan-phrase,Чувственные слова,93
Kamichu!,https://shikimori.one/animes/489-kamichu,Богиня-школьница,93
Kuzu no Honkai,https://shikimori.one/animes/z32949-kuzu-no-honkai,Тайные желания отвергнутых ,93
Lodoss-tou Senki,https://shikimori.one/animes/207-lodoss-tou-senki,Летопись войн острова Лодосс,93
Nanatsu no Umi no Tico,https://shikimori.one/animes/3199-nanatsu-no-umi-no-tico,Тико и Нанами,93
Nihon Animator Mihonichi,https://shikimori.one/animes/28149-nihon-animator-mihonichi,Японская выставка анимации,93
One Piece: Straw Hat Theater,https://shikimori.one/animes/2680-one-piece-straw-hat-theater,Ван-Пис: Театр Мугивары,93
Rokka no Yuusha,https://shikimori.one/animes/28497-rokka-no-yuusha,Герои шести лепестков,93
Sakasama no Patema: Beginning of the Day,https://shikimori.one/animes/13429-sakasama-no-patema-beginning-of-the-day,Патэма наоборот: Начало дня,93
Sankarea,https://shikimori.one/animes/11499-sankarea,Санка Рэа,93
Sekirei: Pure Engagement,https://shikimori.one/animes/5277-sekirei-pure-engagement,Сэкирэй: Чистая связь,93
Selector Spread WIXOSS,https://shikimori.one/animes/24037-selector-spread-wixoss,Селектор: Распространение «WIXOSS»,93
Shokugeki no Souma OVA,https://shikimori.one/animes/31327-shokugeki-no-souma-ova,Повар-боец Сома OVA,93
Soukyuu no Fafner: Right of Left - Single Program,https://shikimori.one/animes/560-soukyuu-no-fafner-right-of-left-single-program,Небесный Фафнир: Спешл,93
Tanaka-kun wa Itsumo Kedaruge Specials,https://shikimori.one/animes/33157-tanaka-kun-wa-itsumo-kedaruge-specials,Всегда вялый Танака-кун: Спешлы,93
Whistle!,https://shikimori.one/animes/183-whistle,Свисток!,93
Aikatsu!,https://shikimori.one/animes/15061-aikatsu,Айкацу!,93
Akazukin Chacha,https://shikimori.one/animes/103-akazukin-chacha,Красная шапочка Тятя,93
Aria the Natural: Sono Futatabi Deaeru Kiseki ni...,,"Ария: Природа — Чудо, дарящее нам новые встречи...",94
Baby I Love You Daze,,"Детка, я люблю тебя",94
Bai She: Yuan Qi,,Белая Змея: Происхождение,94
Black Cat,,Чёрный кот,94
Blood Lad,,Кровавый парень,94
Bokutachi wa Benkyou ga Dekinai!,,Мы не можем учиться! 2,94
Captain Herlock,,Капитан Харлок,94
Captain Tsubasa: Road to 2002,,Капитан Цубаса,94
Chrome Shelled Regios,,Хромированный Региос,94
City Hunter: Hyakuman Dollar no Inbou,,Городской охотник: Заговор миллиона долларов,94
Date A Live Movie: Mayuri Judgment,,Рандеву с жизнью: Суд Маюри,94
Detective Conan Bonus File: Fantasista Flower,,Детектив Конан: Дело о волшебном цветке,94
Detective Conan OVA 11: A Secret Order from London,,Детектив Конан OVA 11: Секретный приказ от Лондона,94
Doraemon Movie 28: Nobita to Midori no Kyojin Den,,Дораэмон: Большая зелёная легенда,94
Fate/stay night,,Судьба/Ночь схватки,94
Gangsta.,,Гангста,94
Haikyuu!!: Tokushuu! Haru-kou Volley ni Kaketa Seishun,,Волейбол!! 3 OVA,94
Hetalia: The World Twinkle Extra Disc,,Хеталия: Сверкающий мир — Экстра-диск,94
Himouto! Umaru-chan R,,Двуличная сестрёнка Умару! 2,94
Hitori no Shita: The Outcast 2nd Season,,Один из отвергнутых: Изгой 2,94
Kakegurui××,https://shikimori.one/animes/37086-kakegurui,Безумный азарт 2,95
Karakurizoushi Ayatsuri Sakon,https://shikimori.one/animes/2204-karakurizoushi-ayatsuri-sakon,Рассказы кукловода Сакона,95
Katekyo Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview,https://shikimori.one/animes/9023-katekyo-hitman-reborn-mr-rebokku-no-ciao-ciao-interview,Репетитор-киллер Реборн: Спешлы,95
Kure-nai,https://shikimori.one/animes/3358-kure-nai,Курэнай,95
Mai-Otome 0: S.ifr,https://shikimori.one/animes/3268-mai-otome-0-s-ifr,Май-Отомэ OVA ,95
Maria-sama ga Miteru Specials,https://shikimori.one/animes/3468-maria-sama-ga-miteru-specials,Дева Мария смотрит за вами: Спешлы,95
Minami-ke Natsuyasumi,https://shikimori.one/animes/20221-minami-ke-natsuyasumi,Сёстры Минами: Летние каникулы,95
Mobile Suit Gundam II: Soldiers of Sorrow,https://shikimori.one/animes/z1091-mobile-suit-gundam-ii-soldiers-of-sorrow,Мобильный воин Гандам II: Солдаты скорби,95
Motto To LOVE-Ru,https://shikimori.one/animes/9181-motto-to-love-ru,Ещё больше любовных неприятностей,95
Nijiiro Days,https://shikimori.one/animes/31414-nijiiro-days,Радужные дни,95
Nodame Cantabile: Nodame to Chiaki no Umi Monogatari,https://shikimori.one/animes/3965-nodame-cantabile-nodame-to-chiaki-no-umi-monogatari,Нодамэ Кантабиле: Спешл,95
Piano no Mori (TV) 2nd Season,https://shikimori.one/animes/37975-piano-no-mori-tv-2nd-season,Рояль в лесу 2,95
Pretty Rhythm: Aurora Dream,https://shikimori.one/animes/10257-pretty-rhythm-aurora-dream,Прекрасный ритм: Мечта Авроры,95
Sabage-bu!,https://shikimori.one/animes/y20709-sabage-bu,Клуб игр по выживанию!,95
Seitokai no Ichizon Lv.2,https://shikimori.one/animes/x10464-seitokai-no-ichizon-lv-2,Подвиги школьного совета 2,95
Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,https://shikimori.one/animes/z29786-shimoneta-to-iu-gainen-ga-sonzai-shinai-taikutsu-na-sekai,"Скучный мир, где не существует самой идеи похабных шуток",95
Strike Witches: Operation Victory Arrow,https://shikimori.one/animes/23725-strike-witches-operation-victory-arrow,Штурмовые ведьмы: Операция «Стрела победы»,95
"Tamayura: Hitotose - Attakai Kaze no Omoide, Nanode",https://shikimori.one/animes/11793-tamayura-hitotose-attakai-kaze-no-omoide-nanode,Тамаюра: Год спустя — Спешл ,95
Towa no Quon 1: Utakata no Kaben,https://shikimori.one/animes/z10294-towa-no-quon-1-utakata-no-kaben,Некогда вечный 1: Мимолётные лепестки,95
True Tears,https://shikimori.one/animes/2129-true-tears,Настоящие слёзы,95
Uchuu no Stellvia,https://shikimori.one/animes/113-uchuu-no-stellvia,Космическая Стеллвия,96
Urusei Yatsura OVA,https://shikimori.one/animes/1919-urusei-yatsura-ova,Несносные пришельцы,96
Yowamushi Pedal: Re:ROAD,https://shikimori.one/animes/30790-yowamushi-pedal-re-road,Трусливый велосипедист: Путь с нуля,96
Yuuki Yuuna wa Yuusha de Aru,https://shikimori.one/animes/25519-yuuki-yuuna-wa-yuusha-de-aru,Герой Юки Юна,96
Zero no Tsukaima,https://shikimori.one/animes/z1195-zero-no-tsukaima,Подручный Луизы-Нулизы,96
Accel World,https://shikimori.one/animes/11759-accel-world,Ускоренный мир,96
Bartender,https://shikimori.one/animes/1589-bartender,Бармен,96
Beelzebub Specials,https://shikimori.one/animes/10479-beelzebub-specials,Вельзепуз: Спешлы,96
D-Frag!*,https://shikimori.one/animes/23383-d-frag,Дефрагментация! OVA,96
Darling in the FranXX,https://shikimori.one/animes/35849-darling-in-the-franxx,Милый во Франксе,96
Digimon Adventure tri. 4: Soushitsu,https://shikimori.one/animes/34299-digimon-adventure-tri-4-soushitsu,Приключения Дигимонов: Потеря,96
"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen",https://shikimori.one/animes/901-dragon-ball-z-movie-08-moetsukiro-nessen-ressen-chougekisen,Драконий жемчуг Зет: Броли — легендарный суперсаянец,96
Flanders no Inu,https://shikimori.one/animes/2553-flanders-no-inu,Фландрийский пёс,96
Future GPX Cyber Formula Saga,https://shikimori.one/animes/1394-future-gpx-cyber-formula-saga,Кибер-Формула ГПИкс нового времени: Сага,96
Hetalia: The World Twinkle,https://shikimori.one/animes/28607-hetalia-the-world-twinkle,Хеталия: Сверкающий мир,96
Kamisama no Inai Nichiyoubi,https://shikimori.one/animes/16009-kamisama-no-inai-nichiyoubi,В воскресенье даже Бог отдыхает,96
Koukaku Kidoutai Arise: Ghost in the Shell - Border:3 Ghost Tears,https://shikimori.one/animes/19193-koukaku-kidoutai-arise-ghost-in-the-shell-border-3-ghost-tears,Призрак в доспехах: Вознесение — Призрачные слёзы,96
Little Busters!: Sekai no Saitou wa Ore ga Mamoru!,https://shikimori.one/animes/17643-little-busters-sekai-no-saitou-wa-ore-ga-mamoru,Маленькие проказники: Я защищу мир Сайто!,96
Lupin III: Otakara Henkyaku Daisakusen!!,https://shikimori.one/animes/1424-lupin-iii-otakara-henkyaku-daisakusen,Люпен III: Операция по возврату сокровища,96
Mardock Scramble: The Second Combustion,https://shikimori.one/animes/y10624-mardock-scramble-the-second-combustion,Мэрдок Скрэмбл: Второе сожжение,96
Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,https://shikimori.one/animes/6325-naruto-shippuuden-movie-3-hi-no-ishi-wo-tsugu-mono,Наруто: Ураганные хроники 3 — Наследники воли огня,97
One Piece: Mamore! Saigo no Dai Butai,https://shikimori.one/animes/1238-one-piece-mamore-saigo-no-dai-butai,Ван-Пис: Защитить! Последнее великое представление!,97
Papa no Iukoto wo Kikinasai! OVA,https://shikimori.one/animes/17875-papa-no-iukoto-wo-kikinasai-ova,Слушайтесь папу! OVA,97
Piano no Mori (TV),https://shikimori.one/animes/36652-piano-no-mori-tv,Рояль в лесу,97
Plawres Sanshirou,https://shikimori.one/animes/1873-plawres-sanshirou,Пластиковый Гений,97
Pokemon Movie 02: Maboroshi no Pokemon Lugia Bakutan,https://shikimori.one/animes/1117-pokemon-movie-02-maboroshi-no-pokemon-lugia-bakutan,Покемон: Появление призрачного покемона Лугии,97
Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou,https://shikimori.one/animes/1010-ranma-chou-musabetsu-kessen-ranma-team-vs-densetsu-no-houou,Ранма 1/2: Команда Ранмы против Легендарного феникса,97
Sakigake!! Otokojuku,https://shikimori.one/animes/2903-sakigake-otokojuku,"Вперёд, школьник!",97
Sakurada Reset,https://shikimori.one/animes/34102-sakurada-reset,Переустановка Сакурады,97
Seitokai no Ichizon,https://shikimori.one/animes/5909-seitokai-no-ichizon,Подвиги школьного совета: Хроники академии Хэкиё,97
Shakugan no Shana Movie,https://shikimori.one/animes/1815-shakugan-no-shana-movie,Пламенный взор Шаны,97
Sketchbook: Full Color's,https://shikimori.one/animes/2942-sketchbook-full-color-s,Альбом рисунков,97
Soukyuu no Fafner: Dead Aggressor - Exodus,https://shikimori.one/animes/17080-soukyuu-no-fafner-dead-aggressor-exodus,Небесный Фафнир: Мёртвый агрессор — Исход,97
Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,https://shikimori.one/animes/8098-soukyuu-no-fafner-dead-aggressor-heaven-and-earth,Небесный Фафнир: Мёртвый агрессор — Небо и Земля,97
Tales of Zestiria the Cross 2nd Season,https://shikimori.one/animes/34086-tales-of-zestiria-the-cross-2nd-season,Сказания Зестирии 2,97
Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!,https://shikimori.one/animes/z3352-tengen-toppa-gurren-lagann-mitee-mono-wa-miteen-da,"Гуррен-Лаганн, пронзающий небеса: Спешл",97
Tennis no Ouji-sama: Sonzoku Yama no Hi,https://shikimori.one/animes/1190-tennis-no-ouji-sama-sonzoku-yama-no-hi,Принц тенниса: День выживания в горах,97
Toshokan Sensou: Koi no Shougai,https://shikimori.one/animes/5332-toshokan-sensou-koi-no-shougai,Библиотечная война: Спешл,97
Yokoyama Mitsuteru Sangokushi,https://shikimori.one/animes/970-yokoyama-mitsuteru-sangokushi,История трёх царств,97
Yowamushi Pedal: Special Ride,https://shikimori.one/animes/18177-yowamushi-pedal-special-ride,Трусливый велосипедист: Специальная поездка,97
Yuyushiki,https://shikimori.one/animes/z15911-yuyushiki,Формула жизни,98
Zoids,https://shikimori.one/animes/763-zoids,Зойды,98
Amanchu!: Yakusoku no Natsu to Atarashii Omoide no Koto,https://shikimori.one/animes/33818-amanchu-yakusoku-no-natsu-to-atarashii-omoide-no-koto,Амантю! Долгожданное лето и новые воспоминания,98
Bokutachi wa Benkyou ga Dekinai,https://shikimori.one/animes/38186-bokutachi-wa-benkyou-ga-dekinai,Мы не можем учиться!,98
Busou Renkin,https://shikimori.one/animes/1536-busou-renkin,Алхимическое оружие,98
Carnival Phantasm: HibiChika Special,https://shikimori.one/animes/15927-carnival-phantasm-hibichika-special,Карнавальный фантазм: ХибиТика,98
Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu,https://shikimori.one/animes/15199-code-geass-boukoku-no-akito-3-kagayaku-mono-ten-yori-otsu,Код Гиас: Отступник Акито 3 — Яркое падение,98
Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru,https://shikimori.one/animes/906-dragon-ball-z-movie-13-ryuuken-bakuhatsu-gokuu-ga-yaraneba-dare-ga-yaru,Драконий жемчуг Зет: Гнев дракона,98
Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa,https://shikimori.one/animes/17535-fairy-tail-movie-1-houou-no-miko-hajimari-no-asa,Сказка о Хвосте феи: Жрица Феникса — Пролог,98
Free! Movie 3: Road to the World - Yume,https://shikimori.one/animes/39014-free-movie-3-road-to-the-world-yume,Вольный стиль! Заплыв в будущее. Фильм,98
Haha wo Tazunete Sanzenri,https://shikimori.one/animes/1663-haha-wo-tazunete-sanzenri,3000 миль в поисках матери,98
Kaze no Shoujo Emily,https://shikimori.one/animes/1878-kaze-no-shoujo-emily,Ветер Эмили,98
Love Lab,https://shikimori.one/animes/z16353-love-lab,Лаборатория любви,98
Lupin III: Kutabare! Nostradamus,https://shikimori.one/animes/1419-lupin-iii-kutabare-nostradamus,Люпен III: К чёрту Нострадамуса!,98
Marmalade Boy Movie,https://shikimori.one/animes/520-marmalade-boy-movie,Мальчик-мармелад,98
Meitantei Holmes,https://shikimori.one/animes/1972-meitantei-holmes,Великий детектив Холмс,98
One Punch Man 2nd Season Specials,https://shikimori.one/animes/z39705-one-punch-man-2nd-season-specials,Ванпанчмен 2: Спецвыпуски,98
Mirai no Mirai,https://shikimori.one/animes/36936-mirai-no-mirai,Мирай из будущего,98
Mushibugyou,https://shikimori.one/animes/17505-mushibugyou,Истребители насекомых,98
Nichijou: Nichijou no 0-wa,https://shikimori.one/animes/8857-nichijou-nichijou-no-0-wa,Мелочи жизни: Эпизод 0,98
Pale Cocoon,https://shikimori.one/animes/770-pale-cocoon,Бледный кокон,99
Pandora Hearts Omake,https://shikimori.one/animes/6896-pandora-hearts-omake,Сердца Пандоры: Спешлы,99
Quanzhi Fashi,https://shikimori.one/animes/34300-quanzhi-fashi,Маг на полную ставку,99
Ristorante Paradiso,https://shikimori.one/animes/z5984-ristorante-paradiso,Ристоранте Парадизо,99
s.CRY.ed,https://shikimori.one/animes/z168-s-cry-ed,Скрайд,99
Sewayaki Kitsune no Senko-san,https://shikimori.one/animes/38759-sewayaki-kitsune-no-senko-san,Заботливая 800-летняя жена!,99
Shakugan no Shana S,https://shikimori.one/animes/6572-shakugan-no-shana-s,Пламенный взор Шаны S,99
Slayers Special,https://shikimori.one/animes/1170-slayers-special,Особые Рубаки,99
Starmyu 2nd Season,https://shikimori.one/animes/33362-starmyu-2nd-season,Музыкальная школа звёзд 2,99
"Suisei no Gargantia: Meguru Kouro, Haruka",https://shikimori.one/animes/23319-suisei-no-gargantia-meguru-kouro-haruka,Гаргантия на просторах зелёной планеты: Морские тропы за горизонт,99
Sword Art Online,https://shikimori.one/animes/z11757-sword-art-online,Мастера Меча Онлайн,99
Taiho Shichau zo The Movie,https://shikimori.one/animes/2013-taiho-shichau-zo-the-movie,Вы арестованы! Фильм,99
Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!,https://shikimori.one/animes/1146-tenchi-muyou-ryououki-omatsuri-zenjitsu-no-yoru,Тэнти — лишний! Рё-о-ки: Ночь перед карнавалом,99
Trinity Seven Movie 2: Heavens Library to Crimson Lord,https://shikimori.one/animes/z37986-trinity-seven-movie-2-heavens-library-to-crimson-lord,Тринити: Семеро магов — Небесная библиотека и Багровый Король,99
Uchuu Show e Youkoso,https://shikimori.one/animes/8115-uchuu-show-e-youkoso,Добро пожаловать на Космическое Шоу,99
Yama no Susume: Omoide Present,https://shikimori.one/animes/35673-yama-no-susume-omoide-present,Манящие горы: Воспоминания,99
"""Bungaku Shoujo"" Memoire",https://shikimori.one/animes/8481-bungaku-shoujo-memoire,Буквоежка: Воспоминания,99
Aa! Megami-sama! (TV),https://shikimori.one/animes/50-aa-megami-sama-tv,Моя богиня!,99
Afro Samurai: Resurrection,https://shikimori.one/animes/y4970-afro-samurai-resurrection,Афросамурай: Воскрешение,99
Appleseed Saga Ex Machina,https://shikimori.one/animes/2969-appleseed-saga-ex-machina,Яблочное зёрнышко 2: Экс Машина,99
Bishoujo Senshi Sailor Moon SuperS Specials,https://shikimori.one/animes/z3076-bishoujo-senshi-sailor-moon-supers-specials,Красавица-воин Сейлор Мун Супер Эс — Спешл,100
Cike Wu Liuqi Fanwai,https://shikimori.one/animes/38410-cike-wu-liuqi-fanwai,Седьмой киллер: Дополнительная история,100
City Hunter: Bay City Wars,https://shikimori.one/animes/1475-city-hunter-bay-city-wars,Городской охотник: Войны Бей Сити,100
Doraemon,https://shikimori.one/animes/501-doraemon,Дораэмон,100
Doraemon Movie 07: Nobita to Tetsujin Heidan,https://shikimori.one/animes/2665-doraemon-movie-07-nobita-to-tetsujin-heidan,Дораэмон: Нобита и взвод железных солдат,100
Doupo Cangqiong,https://shikimori.one/animes/36491-doupo-cangqiong,Расколотая битвой синева небес,100
Fuse: Teppou Musume no Torimonochou,https://shikimori.one/animes/z13335-fuse-teppou-musume-no-torimonochou,Фусэ: Детективная история о девушке с ружьём,100
Futatsu no Spica,https://shikimori.one/animes/344-futatsu-no-spica,Двойная Спика,100
Ginga Kikoutai Majestic Prince,https://shikimori.one/animes/z15863-ginga-kikoutai-majestic-prince,Последний рубеж: Защитники Галактики,100
GJ-bu,https://shikimori.one/animes/14811-gj-bu,Клуб добрых дел,100
Glass no Kamen,https://shikimori.one/animes/z506-glass-no-kamen,Стеклянная маска,100
God Eater,https://shikimori.one/animes/y27631-god-eater,Пожиратель богов,100
Hiyokoi,https://shikimori.one/animes/8768-hiyokoi,Любовь цыплёнка,100
Hyouka: Motsubeki Mono wa,https://shikimori.one/animes/13469-hyouka-motsubeki-mono-wa,"Хёка: То, что нужно каждому",100
Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note,https://shikimori.one/animes/38959-lord-el-melloi-ii-sei-no-jikenbo-rail-zeppelin-grace-note,Досье лорда Эль-Меллоя II,100
Maria-sama ga Miteru,https://shikimori.one/animes/z158-maria-sama-ga-miteru,Дева Мария смотрит за вами,100
Mayo Chiki!,https://shikimori.one/animes/10110-mayo-chiki,"Эй, цыпочка!",100
Nitaboh,https://shikimori.one/animes/1203-nitaboh,Нитабо: Слава создавшего цугару-дзямисэн,100
Outbreak Company,https://shikimori.one/animes/z19369-outbreak-company,Мятежная компания,100
Papa no Iukoto wo Kikinasai!,https://shikimori.one/animes/11179-papa-no-iukoto-wo-kikinasai,Слушайтесь папу!,100
Rekka no Honoo,https://shikimori.one/animes/238-rekka-no-honoo,Пламя Рэкки,101
Senyuu.,https://shikimori.one/animes/z15751-senyuu,Доблесть,101
Shin Chou Kyou Ryo: Condor Hero,https://shikimori.one/animes/959-shin-chou-kyou-ryo-condor-hero,Легенда о герое Кондоре,101
Shinrei Tantei Yakumo,https://shikimori.one/animes/z7662-shinrei-tantei-yakumo,Детектив-медиум Якумо,101
Slam Dunk (Movie),https://shikimori.one/animes/1764-slam-dunk-movie,Слэм-данк: Фильм 1,101
Speed Grapher,https://shikimori.one/animes/198-speed-grapher,Спидграфер,101
Tamako Market,https://shikimori.one/animes/z16417-tamako-market,Магазинчик Тамако,101
Tennis no Ouji-sama Movie 1: Futari no Samurai - The First Game,https://shikimori.one/animes/815-tennis-no-ouji-sama-movie-1-futari-no-samurai-the-first-game,"Принц тенниса: Два самурая, первая игра",101
Yowamushi Pedal: Re:RIDE,https://shikimori.one/animes/25755-yowamushi-pedal-re-ride,Трусливый велосипедист: Поездка с нуля,101
Yuusha Keisatsu J-Decker,https://shikimori.one/animes/5075-yuusha-keisatsu-j-decker,Джей-Декер: Храбрая полиция,101
Aa! Megami-sama! (2011),https://shikimori.one/animes/9611-aa-megami-sama-2011,Моя богиня! Вместе навсегда,101
Afro Samurai,https://shikimori.one/animes/1292-afro-samurai,Афросамурай,101
Bokutachi wa Benkyou ga Dekinai OVA,https://shikimori.one/animes/39819-bokutachi-wa-benkyou-ga-dekinai-ova,Мы не можем учиться! OVA,101
Baka to Test to Shoukanjuu Specials,https://shikimori.one/animes/7870-baka-to-test-to-shoukanjuu-specials,"Дурни, тесты, аватары: Спешлы",101
Bokura ga Ita,https://shikimori.one/animes/1222-bokura-ga-ita,Это были мы,101
"Chi's Sweet Home: Chi to Kocchi, Deau.",https://shikimori.one/animes/7972-chi-s-sweet-home-chi-to-kocchi-deau,Милый дом Чи OVA,101
Chiisana Penguin Lolo no Bouken,https://shikimori.one/animes/4138-chiisana-penguin-lolo-no-bouken,Приключения пингвинёнка Лоло,101
Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,https://shikimori.one/animes/10531-detective-conan-magic-file-5-niigata-tokyo-omiyage-capriccio,Детектив Конан: Дело о сувенирной лихорадке,101
Dogs: Bullets & Carnage,https://shikimori.one/animes/5593-dogs-bullets-carnage,Псы: Пули и резня,101
"Donten ni Warau Gaiden: Shukumei, Soutou no Fuuma",https://shikimori.one/animes/35424-donten-ni-warau-gaiden-shukumei-soutou-no-fuuma,Облачный смех: Гайдэн 2,101
Doraemon Movie 21: Nobita no Taiyou Ou Densetsu,https://shikimori.one/animes/7045-doraemon-movie-21-nobita-no-taiyou-ou-densetsu,Дораэмон: Легенда Короля-Солнца,102
Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,https://shikimori.one/animes/484-gensoumaden-saiyuuki-movie-requiem-erabarezaru-mono-e-no-chinkonka,Саюки: Реквием,102
Ginban Kaleidoscope,https://shikimori.one/animes/476-ginban-kaleidoscope,Фигурный калейдоскоп,102
Hadashi no Gen 2,https://shikimori.one/animes/1825-hadashi-no-gen-2,Босоногий Гэн 2,102
Heisei Tanuki Gassen Ponpoko,https://shikimori.one/animes/1030-heisei-tanuki-gassen-ponpoko,Война тануки в периоды Хэйсэй и Помпоко,102
"Ikoku Meiro no Croisee The Animation: Ongakkai ""Recital""",https://shikimori.one/animes/10804-ikoku-meiro-no-croisee-the-animation-ongakkai-recital,В лабиринте чужеземных перекрёстков: Спешл,102
Initial D Extra Stage,https://shikimori.one/animes/822-initial-d-extra-stage,Инициал Ди: Экстра-стадия,102
Isekai Shokudou,https://shikimori.one/animes/z34012-isekai-shokudou,Кафе из другого мира,102
Kanojo to Kanojo no Neko,https://shikimori.one/animes/1004-kanojo-to-kanojo-no-neko,Она и её кот,102
Kowarekake no Orgel,https://shikimori.one/animes/9213-kowarekake-no-orgel,Полусломанная музыкальная шкатулка OVA,102
Kurau Phantom Memory,https://shikimori.one/animes/z483-kurau-phantom-memory,Курау: Призрак воспоминаний,102
Mainichi Kaasan,https://shikimori.one/animes/z6116-mainichi-kaasan,Мама на каждый день,102
Maria-sama ga Miteru 3rd Specials,https://shikimori.one/animes/2954-maria-sama-ga-miteru-3rd-specials,Дева Мария смотрит за вами 3: Спешлы,102
Maria-sama ga Miteru: Haru Specials,https://shikimori.one/animes/3469-maria-sama-ga-miteru-haru-specials,Дева Мария смотрит за вами ~Весна~: Спешлы,102
Minami-ke Okawari,https://shikimori.one/animes/3225-minami-ke-okawari,Сёстры Минами 2,102
Nanbaka,https://shikimori.one/animes/y30016-nanbaka,Намбака,102
Naruto: Shippuuden - Sunny Side Battle,https://shikimori.one/animes/19511-naruto-shippuuden-sunny-side-battle,Наруто: Ураганные хроники — Битва с яичницей-глазуньей,102
Nogizaka Haruka no Himitsu: Finale,https://shikimori.one/animes/10928-nogizaka-haruka-no-himitsu-finale,Секрет Харуки Ногидзаки: Финал,102
One Piece Movie 8: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,https://shikimori.one/animes/2107-one-piece-movie-8-episode-of-alabasta-sabaku-no-oujo-to-kaizoku-tachi,Ван-Пис: Приключение в Алабасте — Принцесса пустыни и пираты,102
Rec,https://shikimori.one/animes/710-rec,Запись,102
Robotics;Notes,https://shikimori.one/animes/z13599-robotics-notes,Записки о робототехнике,103
Rozen Maiden (2013),https://shikimori.one/animes/18041-rozen-maiden-2013,Девы Розена (2013),103
Saber Marionette J,https://shikimori.one/animes/573-saber-marionette-j,Воины-марионетки Джей,103
Shigofumi: Sore kara,https://shikimori.one/animes/z4715-shigofumi-sore-kara,Сигофуми: Письма с того света — Спешл,103
