href,title_en,page_num,title_ru
https://shikimori.one/animes/39565-boku-no-hero-academia-the-movie-2-heroes-rising,Boku no Hero Academia the Movie 2: Heroes:Rising,17,Моя геройская академия: Восхождение героев
https://shikimori.one/animes/38003-bungou-stray-dogs-3rd-season,Bungou Stray Dogs 3rd Season,17,Проза бродячих псов 3
https://shikimori.one/animes/232-cardcaptor-sakura,Cardcaptor Sakura,17,Сакура — собирательница карт
https://shikimori.one/animes/1364-detective-conan-movie-05-countdown-to-heaven,Detective Conan Movie 05: Countdown to Heaven,17,Детектив Конан: Отсчёт до небес
https://shikimori.one/animes/x3702-detroit-metal-city,Detroit Metal City,18,"Детройт, город металла"
https://shikimori.one/animes/31051-kuroko-no-basket-saikou-no-present-desu,Kuroko no Basket: Saikou no Present Desu,18,Баскетбол Куроко: Это лучший подарок!
https://shikimori.one/animes/21557-omoide-no-marnie,Omoide no Marnie,18,Воспоминания о Марни
https://shikimori.one/animes/15323-one-piece-episode-of-nami-koukaishi-no-namida-to-nakama-no-kizuna,One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,18,Ван-Пис: Эпизод Нами — Слёзы навигатора и узы друзей
https://shikimori.one/animes/z721-princess-tutu,Princess Tutu,18,Принцесса Тютю
https://shikimori.one/animes/34076-uchouten-kazoku-2,Uchouten Kazoku 2,18,Экзотическая семейка 2
https://shikimori.one/animes/47-akira,Akira,18,Акира
https://shikimori.one/animes/z24833-ansatsu-kyoushitsu,Ansatsu Kyoushitsu,18,Класс убийц
https://shikimori.one/animes/z27821-fate-stay-night-unlimited-blade-works-prologue,Fate/stay night: Unlimited Blade Works Prologue,18,Судьба/Ночь схватки: Бесконечный мир клинков — Пролог
https://shikimori.one/animes/16662-kaze-tachinu,Kaze Tachinu,18,Ветер крепчает
https://shikimori.one/animes/x30831-kono-subarashii-sekai-ni-shukufuku-wo,Kono Subarashii Sekai ni Shukufuku wo!,18,Этот замечательный мир!
https://shikimori.one/animes/x16782-kotonoha-no-niwa,Kotonoha no Niwa,18,Сад изящных слов
https://shikimori.one/animes/40211-luo-xiao-hei-zhan-ji-movie,Luo Xiao Hei Zhan Ji (Movie),18,Легенда о Ло Сяохэе
https://shikimori.one/animes/1430-lupin-iii-cagliostro-no-shiro,Lupin III: Cagliostro no Shiro,18,Люпен III: Замок Калиостро
https://shikimori.one/animes/z2581-mobile-suit-gundam-00,Mobile Suit Gundam 00,18,Мобильный воин Гандам 00
https://shikimori.one/animes/16067-nagi-no-asu-kara,Nagi no Asu kara,18,Безоблачное завтра
https://shikimori.one/animes/1559-shijou-saikyou-no-deshi-kenichi,Shijou Saikyou no Deshi Kenichi,18,Сильнейший в истории ученик Кэнъити
https://shikimori.one/animes/z28025-tsukimonogatari,Tsukimonogatari,18,История одержимости
https://shikimori.one/animes/24277-yowamushi-pedal-grande-road,Yowamushi Pedal: Grande Road,18,Трусливый велосипедист: Большая дорога
https://shikimori.one/animes/z2025-darker-than-black,Darker than Black,18,Темнее чёрного
https://shikimori.one/animes/z18689-diamond-no-ace,Diamond no Ace,19,Путь аса
https://shikimori.one/animes/37989-golden-kamuy-2nd-season,Golden Kamuy 2nd Season,19,Золотое божество 2
https://shikimori.one/animes/12189-hyouka,Hyouka,19,Хёка
https://shikimori.one/animes/7791-k-on,K-On!!,19,Кэйон!!
https://shikimori.one/animes/z18679-kill-la-kill,Kill la Kill,19,Убей или умри
https://shikimori.one/animes/1566-koukaku-kidoutai-stand-alone-complex-solid-state-society,Koukaku Kidoutai: Stand Alone Complex - Solid State Society,19,Призрак в доспехах: Синдром одиночки — Сообщество стабильной государственности
https://shikimori.one/animes/8129-kuragehime,Kuragehime,19,Принцесса-медуза
https://shikimori.one/animes/z1735-naruto-shippuuden,Naruto: Shippuuden,19,Наруто: Ураганные хроники
https://shikimori.one/animes/4938-tsubasa-shunraiki,Tsubasa: Shunraiki,19,Хроника крыльев: Весенний гром
https://shikimori.one/animes/23283-zankyou-no-terror,Zankyou no Terror,19,Эхо террора
https://shikimori.one/animes/1367-detective-conan-movie-08-magician-of-the-silver-sky,Detective Conan Movie 08: Magician of the Silver Sky,19,Детектив Конан: Волшебник серебряного неба
https://shikimori.one/animes/z27833-durarara-x2-ketsu,Durarara!!x2 Ketsu,19,Дюрарара!! 2: Финал
https://shikimori.one/animes/3371-ginga-eiyuu-densetsu-gaiden,Ginga Eiyuu Densetsu Gaiden,19,"Легенда о героях Галактики: Сто миллионов звёзд, сто миллионов светил"
https://shikimori.one/animes/8425-gosick,Gosick,19,Готика
https://shikimori.one/animes/38422-high-score-girl-extra-stage,High Score Girl: Extra Stage,19,Девчонка не промах: Экстра
https://shikimori.one/animes/186-initial-d-second-stage,Initial D Second Stage,19,Инициал Ди: Стадия вторая
https://shikimori.one/animes/z16706-kami-nomi-zo-shiru-sekai-megami-hen,Kami nomi zo Shiru Sekai: Megami-hen,19,Одному лишь Богу ведомый мир III: Богини
https://shikimori.one/animes/31658-kuroko-no-basket-movie-4-last-game,Kuroko no Basket Movie 4: Last Game,19,Баскетбол Куроко: Последняя игра 
https://shikimori.one/animes/35062-mahoutsukai-no-yome,Mahoutsukai no Yome,19,Невеста чародея
https://shikimori.one/animes/z9130-saint-seiya-the-lost-canvas-meiou-shinwa-2,Saint Seiya: The Lost Canvas - Meiou Shinwa 2,19,Рыцари Зодиака: Утерянный холст — Владыка Преисподней. Глава вторая
https://shikimori.one/animes/5681-summer-wars,Summer Wars,20,Летние войны
https://shikimori.one/animes/z2167-clannad,Clannad,20,Кланнад
https://shikimori.one/animes/21419-detective-conan-movie-18-the-sniper-from-another-dimension,Detective Conan Movie 18: The Sniper from Another Dimension,20,Детектив Конан: Снайпер из другого измерения
https://shikimori.one/animes/y16918-gin-no-saji,Gin no Saji,20,Серебряная ложка
https://shikimori.one/animes/3016-ginga-eiyuu-densetsu-arata-naru-tatakai-no-overture,Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,20,Легенда о героях Галактики: Увертюра к новой войне
https://shikimori.one/animes/12069-hajime-no-ippo-boxer-no-kobushi,Hajime no Ippo: Boxer no Kobushi,20,Первый шаг: Специальный эпизод
https://shikimori.one/animes/135-hikaru-no-go,Hikaru no Go,20,Хикару и Го
https://shikimori.one/animes/z14513-magi-the-labyrinth-of-magic,Magi: The Labyrinth of Magic,20,Маги: Лабиринт магии
https://shikimori.one/animes/3927-mobile-suit-gundam-00-second-season,Mobile Suit Gundam 00 Second Season,20,Мобильный воин Гандам 00 2
https://shikimori.one/animes/33161-yahari-ore-no-seishun-love-comedy-wa-machigatteiru-zoku-ova,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,20,"Как и ожидалось, моя школьная романтическая жизнь не удалась 2 OVA"
https://shikimori.one/animes/30370-akatsuki-no-yona-ova,Akatsuki no Yona OVA,20,Йона на заре OVA
https://shikimori.one/animes/1506-detective-conan-movie-10-requiem-of-the-detectives,Detective Conan Movie 10: Requiem of the Detectives,20,Детектив Конан: Реквием детективов
https://shikimori.one/animes/3167-eve-no-jikan,Eve no Jikan,20,Время Евы ONA
https://shikimori.one/animes/1974-glass-no-kamen-2005,Glass no Kamen (2005),20,Стеклянная маска (2005)
https://shikimori.one/animes/z37430-tensei-shitara-slime-datta-ken,Tensei shitara Slime Datta Ken,20,О моём перерождении в слизь
https://shikimori.one/animes/5365-tsumiki-no-ie,Tsumiki no Ie,20,Дом из маленьких кубиков
https://shikimori.one/animes/27663-baby-steps-2nd-season,Baby Steps 2nd Season,20,Первые шаги 2
https://shikimori.one/animes/2164-dennou-coil,Dennou Coil,20,Кибер-виток
https://shikimori.one/animes/25313-gintama-futon-ni-haitte-kara-buki-nokoshi-ni-kizuite-neru-ni-nerenai-toki-mo-aru,Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,20,Гинтама: Джамп Феста 2014
https://shikimori.one/animes/15059-initial-d-fifth-stage,Initial D Fifth Stage,20,Инициал Ди: Стадия пятая
https://shikimori.one/animes/7054-kaichou-wa-maid-sama,Kaichou wa Maid-sama!,21,Староста-горничная
https://shikimori.one/animes/z33323-kamisama-hajimemashita-kamisama-shiawase-ni-naru,"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",21,"Приятно познакомиться, Бог: Будьте счастливы"
https://shikimori.one/animes/34626-kono-subarashii-sekai-ni-shukufuku-wo-2-kono-subarashii-geijutsu-ni-shukufuku-wo,Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,21,Этот замечательный мир! 2 OVA
https://shikimori.one/animes/2449-koukaku-kidoutai-stand-alone-complex-the-laughing-man,Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,21,Призрак в доспехах: Синдром одиночки — Смеющийся человек
https://shikimori.one/animes/237-koukyoushihen-eureka-seven,Koukyoushihen Eureka Seven,21,Эврика 7: Псалмы планет
https://shikimori.one/animes/z25013-akatsuki-no-yona,Akatsuki no Yona,21,Йона на заре
https://shikimori.one/animes/34440-code-geass-hangyaku-no-lelouch-iii-oudou,Code Geass: Hangyaku no Lelouch III - Oudou,21,Код Гиас: Восставший Лелуш — Император
https://shikimori.one/animes/2759-evangelion-1-0-you-are-not-alone,Evangelion: 1.0 You Are (Not) Alone,21,Евангелион 1.11: Ты (не) один
https://shikimori.one/animes/72-full-metal-panic-fumoffu,Full Metal Panic? Fumoffu,21,Стальная тревога? Фумоффу
https://shikimori.one/animes/32122-gintama-umai-mono-wa-atomawashi-ni-suru-to-yokodorisareru-kara-yappari-saki-ni-kue,Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,21,Гинтама: Джамп Феста 2015
https://shikimori.one/animes/35111-haikyuu-movie-4-concept-no-tatakai,Haikyuu!! Movie 4: Concept no Tatakai,21,Волейбол!! Битва концепций
https://shikimori.one/animes/17739-hidamari-sketch-sae-hiro-sotsugyou-hen,Hidamari Sketch: Sae Hiro Sotsugyou-hen,21,Наброски Хидамари: Выпускной Саэ и Хиро
https://shikimori.one/animes/3783-kara-no-kyoukai-3-tsuukaku-zanryuu,Kara no Kyoukai 3: Tsuukaku Zanryuu,21,Граница пустоты 3: Оставшееся чувство боли
https://shikimori.one/animes/12031-kingdom,Kingdom,21,Царство
https://shikimori.one/animes/33206-kobayashi-san-chi-no-maid-dragon,Kobayashi-san Chi no Maid Dragon,21,Дракон-горничная госпожи Кобаяши
https://shikimori.one/animes/2034-lovely-complex,Lovely★Complex,21,Трогательный комплекс
https://shikimori.one/animes/302-mirai-shounen-conan,Mirai Shounen Conan,21,Конан — мальчик из будущего
https://shikimori.one/animes/1914-saiunkoku-monogatari-2nd-season,Saiunkoku Monogatari 2nd Season,21,Повесть о стране цветных облаков 2
https://shikimori.one/animes/z6211-tokyo-magnitude-8-0,Tokyo Magnitude 8.0,21,Токийское восьмибалльное
https://shikimori.one/animes/4918-xxxholic-shunmuki,xxxHOLiC Shunmuki,21,Триплексоголик: Весенний сон
https://shikimori.one/animes/z37870-bang-dream-3rd-season,BanG Dream! 3rd Season,22,Ура мечте! 3
https://shikimori.one/animes/7465-eve-no-jikan-movie,Eve no Jikan (Movie),22,Время Евы
https://shikimori.one/animes/z2951-gintama-nanigoto-mo-saiyo-ga-kanjin-nano-de-tasho-senobisuru-kurai-ga-choudoyoi,Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,22,Гинтама: Джамп Феста 2005
https://shikimori.one/animes/16-hachimitsu-to-clover,Hachimitsu to Clover,22,Мёд и клевер
https://shikimori.one/animes/1257-saint-seiya-meiou-hades-juuni-kyuu-hen,Saint Seiya: Meiou Hades Juuni Kyuu-hen,22,Рыцари Зодиака: Глава Аида — Убежище
https://shikimori.one/animes/12477-sakasama-no-patema,Sakasama no Patema,22,Патэма наоборот
https://shikimori.one/animes/29831-tamayura-sotsugyou-shashin-part-4-ashita,Tamayura: Sotsugyou Shashin Part 4 - Ashita,22,Тамаюра: Заключительная глава — Завтрашний день
https://shikimori.one/animes/2150-tanoshii-muumin-ikka,Tanoshii Muumin Ikka,22,Муми-тролли
https://shikimori.one/animes/16049-toaru-kagaku-no-railgun-s,Toaru Kagaku no Railgun S,22,Некий научный Рейлган S
https://shikimori.one/animes/14813-yahari-ore-no-seishun-love-comedy-wa-machigatteiru,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,22,"Как и ожидалось, моя школьная романтическая жизнь не удалась"
https://shikimori.one/animes/1382-yuusha-ou-gaogaigar-final,Yuusha-Ou GaoGaiGar Final,22,Король храбрецов Гаогайгар
https://shikimori.one/animes/889-black-lagoon,Black Lagoon,22,Пираты «Чёрной лагуны»
https://shikimori.one/animes/z4901-black-lagoon-roberta-s-blood-trail,Black Lagoon: Roberta's Blood Trail,22,Пираты «Чёрной лагуны»: Кровавая тропа Роберты
https://shikimori.one/animes/1482-d-gray-man,D.Gray-man,22,Ди Грэй-мен
https://shikimori.one/animes/781-detective-conan-movie-03-the-last-wizard-of-the-century,Detective Conan Movie 03: The Last Wizard of the Century,22,Детектив Конан: Последний волшебник века
https://shikimori.one/animes/1363-detective-conan-movie-04-captured-in-her-eyes,Detective Conan Movie 04: Captured in Her Eyes,22,Детектив Конан: Потерянное в памяти
https://shikimori.one/animes/z35110-haikyuu-movie-3-sainou-to-sense,Haikyuu!! Movie 3: Sainou to Sense,22,Волейбол!! Гений и чувство
https://shikimori.one/animes/153-juuni-kokuki,Juuni Kokuki,22,Двенадцать королевств
https://shikimori.one/animes/851-kyou-kara-ore-wa,Kyou kara Ore wa!!,22,С сегодняшнего дня!
https://shikimori.one/animes/z39592-mobile-suit-gundam-the-origin-advent-of-the-red-comet,Mobile Suit Gundam: The Origin - Advent of the Red Comet,22,Мобильный воин Гандам: Происхождение — Прибытие Красной кометы
https://shikimori.one/animes/23755-nanatsu-no-taizai,Nanatsu no Taizai,23,Семь смертных грехов
https://shikimori.one/animes/34577-nanatsu-no-taizai-imashime-no-fukkatsu,Nanatsu no Taizai: Imashime no Fukkatsu,23,Семь смертных грехов 2
https://shikimori.one/animes/1943-paprika,Paprika,23,Паприка
https://shikimori.one/animes/z30015-relife,ReLIFE,23,Повторная жизнь
https://shikimori.one/animes/11123-sekaiichi-hatsukoi-2,Sekaiichi Hatsukoi 2,23,Лучшая в мире первая любовь 2
https://shikimori.one/animes/21469-stand-by-me-doraemon,Stand By Me Doraemon,23,"Останься со мной, Дораэмон!"
https://shikimori.one/animes/25879-working,Working!!!,23,Работа!! 3
https://shikimori.one/animes/1471-city-hunter-2,City Hunter 2,23,Городской охотник 2
https://shikimori.one/animes/z4789-ef-a-tale-of-melodies,ef: A Tale of Melodies.,23,Эф — история мелодий
https://shikimori.one/animes/z10643-gintama-dai-hanseikai,Gintama: Dai Hanseikai,23,Гинтама: Грандиозное собрание
https://shikimori.one/animes/1486-kodomo-no-omocha-tv,Kodomo no Omocha (TV),23,Детская игрушка
https://shikimori.one/animes/z7720-ookiku-furikabutte-natsu-no-taikai-hen,Ookiku Furikabutte: Natsu no Taikai-hen,23,Замахнись сильнее: Летний турнир
https://shikimori.one/animes/32615-youjo-senki,Youjo Senki,23,Военная хроника маленькой девочки
https://shikimori.one/animes/34437-code-geass-fukkatsu-no-lelouch,Code Geass: Fukkatsu no Lelouch,23,Код Гиас: Лелуш Воскресший
https://shikimori.one/animes/9963-detective-conan-movie-15-quarter-of-silence,Detective Conan Movie 15: Quarter of Silence,23,Детектив Конан: Квартал молчания
https://shikimori.one/animes/223-dragon-ball,Dragon Ball,23,Драконий жемчуг
https://shikimori.one/animes/z23199-durarara-x2-shou,Durarara!!x2 Shou,23,Дюрарара!! 2: Наследие 
https://shikimori.one/animes/z6421-fullmetal-alchemist-brotherhood-specials,Fullmetal Alchemist: Brotherhood Specials,23,Стальной алхимик: Братство — Спешлы
https://shikimori.one/animes/23289-gekkan-shoujo-nozaki-kun,Gekkan Shoujo Nozaki-kun,23,Ежемесячное сёдзё Нодзаки
https://shikimori.one/animes/3665-ginga-eiyuu-densetsu-gaiden-1999,Ginga Eiyuu Densetsu Gaiden (1999),23,Легенда о героях Галактики: Спиральный лабиринт
https://shikimori.one/animes/589-ginga-nagareboshi-gin,Ginga Nagareboshi Gin,24,Серебряный клык
https://shikimori.one/animes/38081-girls-panzer-saishuushou-part-2,Girls & Panzer: Saishuushou Part 2,24,Девушки и танки: Финал 2
https://shikimori.one/animes/40221-kami-no-tou,Kami no Tou,24,Башня Бога
https://shikimori.one/animes/39468-honzuki-no-gekokujou-shisho-ni-naru-tame-ni-wa-shudan-wo-erandeiraremasen,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,24,Власть книжного червя
https://shikimori.one/animes/z14713-kamisama-hajimemashita,Kamisama Hajimemashita,24,"Приятно познакомиться, Бог"
https://shikimori.one/animes/6045-kimi-ni-todoke,Kimi ni Todoke,24,Достучаться до тебя
https://shikimori.one/animes/9656-kimi-ni-todoke-2nd-season,Kimi ni Todoke 2nd Season,24,Достучаться до тебя 2
https://shikimori.one/animes/z16001-kokoro-connect-michi-random,Kokoro Connect: Michi Random,24,Связь сердец: По случайному пути
https://shikimori.one/animes/z28725-kokoro-ga-sakebitagatterunda,Kokoro ga Sakebitagatterunda.,24,Сердцу хочется кричать
https://shikimori.one/animes/37514-made-in-abyss-movie-1-tabidachi-no-yoake,Made in Abyss Movie 1: Tabidachi no Yoake,24,Созданный в Бездне: Начало путешествия
https://shikimori.one/animes/20507-noragami,Noragami,24,Бездомный бог
https://shikimori.one/animes/y31174-osomatsu-san,Osomatsu-san,24,Осомацу-сан
https://shikimori.one/animes/846-school-rumble-ni-gakki,School Rumble Ni Gakki,24,Школьный переполох 2
https://shikimori.one/animes/535-slayers-next,Slayers Next,24,Рубаки Некст
https://shikimori.one/animes/31173-akagami-no-shirayuki-hime-2nd-season,Akagami no Shirayuki-hime 2nd Season,24,Красноволосая принцесса Белоснежка 2
https://shikimori.one/animes/y2563-aria-the-ova-arietta,Aria the OVA: Arietta,24,Ария: Ариетта
https://shikimori.one/animes/z27831-durarara-x2-ten,Durarara!!x2 Ten,24,Дюрарара!! 2: Продолжение
https://shikimori.one/animes/36370-ginga-eiyuu-densetsu-die-neue-these-seiran-2,Ginga Eiyuu Densetsu: Die Neue These - Seiran 2,24,Легенда о героях Галактики: Новый тезис. Межзвёздная война — Часть 2
https://shikimori.one/animes/14807-kara-no-kyoukai-mirai-fukuin,Kara no Kyoukai: Mirai Fukuin,24,Граница пустоты: Благословение будущего
https://shikimori.one/animes/5029-major-movie-yuujou-no-winning-shot,Major Movie: Yuujou no Winning Shot,24,Мэйджор: Мяч дружбы
https://shikimori.one/animes/z35790-tate-no-yuusha-no-nariagari,Tate no Yuusha no Nariagari,25,Восхождение героя щита
https://shikimori.one/animes/1023-wolf-s-rain-ova,Wolf's Rain OVA,25,Волчий дождь: Финал
https://shikimori.one/animes/15039-ano-hi-mita-hana-no-namae-wo-bokutachi-wa-mada-shiranai-movie,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,25,Невиданный цветок
https://shikimori.one/animes/z4772-aria-the-origination-sono-choppiri-himitsu-no-basho-ni,Aria the Origination: Sono Choppiri Himitsu no Basho ni...,25,Ария: Происхождение — В маленьком секретном месте...
https://shikimori.one/animes/37435-carole-tuesday,Carole & Tuesday,25,Кэрол и Тьюсдей
https://shikimori.one/animes/z4059-clannad-mou-hitotsu-no-sekai-tomoyo-hen,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",25,"Кланнад: Другой мир, глава Томоё"
https://shikimori.one/animes/2004-hanada-shounen-shi,Hanada Shounen-shi,25,История юного Ханады
https://shikimori.one/animes/z1530-kanon-2006,Kanon (2006),25,Канон (2006)
https://shikimori.one/animes/2448-koukaku-kidoutai-stand-alone-complex-2nd-gig-individual-eleven,Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,25,Призрак в доспехах: Синдром одиночки 2 — Одиннадцать индивидуалистов
https://shikimori.one/animes/z17265-log-horizon,Log Horizon,25,Покорение горизонта
https://shikimori.one/animes/81-mobile-suit-gundam-the-08th-ms-team,Mobile Suit Gundam: The 08th MS Team,25,Мобильный воин Гандам: Восьмой взвод МС
https://shikimori.one/animes/10049-nurarihyon-no-mago-sennen-makyou,Nurarihyon no Mago: Sennen Makyou,25,Внук Нурарихёна: Тысячелетняя столица духов
https://shikimori.one/animes/9204-omae-umasou-da-na,Omae Umasou da na,25,Ты вкусняшка?
https://shikimori.one/animes/8740-one-piece-film-strong-world-episode-0,One Piece Film: Strong World Episode 0,25,Ван-Пис: Жестокий мир — Эпизод 0
https://shikimori.one/animes/37675-overlord-iii,Overlord III,25,Повелитель 3
https://shikimori.one/animes/5682-phantom-requiem-for-the-phantom,Phantom: Requiem for the Phantom,25,Фантом: Реквием по Призраку
https://shikimori.one/animes/33926-quanzhi-gaoshou,Quanzhi Gaoshou,25,Аватар короля
https://shikimori.one/animes/z21647-tamako-love-story,Tamako Love Story,25,История любви Тамако
https://shikimori.one/animes/4053-tennis-no-ouji-sama-zenkoku-taikai-hen-final,Tennis no Ouji-sama: Zenkoku Taikai-hen - Final,25,Принц тенниса: Национальный турнир. Финал 
https://shikimori.one/animes/1065-touch,Touch,25,Касание
https://shikimori.one/animes/z18179-yowamushi-pedal,Yowamushi Pedal,26,Трусливый велосипедист
https://shikimori.one/animes/34376-yuuki-yuuna-wa-yuusha-de-aru-washio-sumi-no-shou-3-yakusoku,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,26,Герой Юки Юна: История Вашио Суми — Клятва
https://shikimori.one/animes/z14075-zetsuen-no-tempest,Zetsuen no Tempest,26,Буря потерь
https://shikimori.one/animes/227-flcl,FLCL,26,Фури-кури
https://shikimori.one/animes/268-golden-boy,Golden Boy,26,Золотой парень
https://shikimori.one/animes/40815-honzuki-no-gekokujou-shisho-ni-naru-tame-ni-wa-shudan-wo-erandeiraremasen-2nd-season,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,26,Власть книжного червя 2
https://shikimori.one/animes/21855-hanamonogatari,Hanamonogatari,26,История цветов
https://shikimori.one/animes/4672-koukaku-kidoutai-2-0,Koukaku Kidoutai 2.0,26,Призрак в доспехах 2.0
https://shikimori.one/animes/z31490-one-piece-film-gold,One Piece Film: Gold,26,Ван-Пис: Золото
https://shikimori.one/animes/z31149-persona-3-the-movie-4-winter-of-rebirth,Persona 3 the Movie 4: Winter of Rebirth,26,Персона 3: Зима перерождения
https://shikimori.one/animes/z6171-saint-seiya-the-lost-canvas-meiou-shinwa,Saint Seiya: The Lost Canvas - Meiou Shinwa,26,Рыцари Зодиака: Утерянный холст — Владыка Преисподней
https://shikimori.one/animes/z20371-sekaiichi-hatsukoi-movie-yokozawa-takafumi-no-baai,Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,26,Лучшая в мире первая любовь: Случай с Ёкодзавой Такафуми
https://shikimori.one/animes/861-xxxholic,xxxHOLiC,26,Триплексоголик
https://shikimori.one/animes/27989-hibike-euphonium,Hibike! Euphonium,26,"Звучи, эуфониум!"
https://shikimori.one/animes/11739-kimi-to-boku-2,Kimi to Boku. 2,26,Ты и я 2
https://shikimori.one/animes/z31251-mobile-suit-gundam-iron-blooded-orphans,Mobile Suit Gundam: Iron-Blooded Orphans,26,Гандам: Железнокровные сироты
https://shikimori.one/animes/29803-overlord,Overlord,26,Повелитель
https://shikimori.one/animes/8063-sekaiichi-hatsukoi-ova,Sekaiichi Hatsukoi OVA,26,Лучшая в мире первая любовь OVA
https://shikimori.one/animes/339-serial-experiments-lain,Serial Experiments Lain,26,Эксперименты Лэйн
https://shikimori.one/animes/z38084-fate-grand-order-zettai-majuu-sensen-babylonia,Fate/Grand Order: Zettai Majuu Sensen Babylonia,26,Судьба/Великий приказ: Вавилония
https://shikimori.one/animes/z34100-fate-kaleid-liner-prisma-illya-movie-sekka-no-chikai,Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,27,Судьба/Девочка-волшебница Иллия: Клятва под снегом
https://shikimori.one/animes/2952-final-fantasy-vii-advent-children-complete,Final Fantasy VII: Advent Children Complete,27,Последняя фантазия 7: Дети пришествия — Полное издание
https://shikimori.one/animes/33970-girls-panzer-saishuushou-part-1,Girls & Panzer: Saishuushou Part 1,27,Девушки и танки: Финал
https://shikimori.one/animes/z387-haibane-renmei,Haibane Renmei,27,Союз Серокрылых
https://shikimori.one/animes/z934-higurashi-no-naku-koro-ni,Higurashi no Naku Koro ni,27,Когда плачут цикады
https://shikimori.one/animes/967-hokuto-no-ken,Hokuto no Ken,27,Кулак Северной звезды
https://shikimori.one/animes/2076-kindaichi-shounen-no-jikenbo,Kindaichi Shounen no Jikenbo,27,Дело ведёт юный детектив Киндаити
https://shikimori.one/animes/5678-kobato,Kobato.,27,Кобато
https://shikimori.one/animes/z416-kurenai-no-buta,Kurenai no Buta,27,Порко Россо
https://shikimori.one/animes/31741-magi-sinbad-no-bouken-tv,Magi: Sinbad no Bouken (TV),27,Маги: Приключение Синдбада
https://shikimori.one/animes/77-mahou-shoujo-lyrical-nanoha-a-s,Mahou Shoujo Lyrical Nanoha A's,27,Лиричная волшебница Наноха: Ас
https://shikimori.one/animes/z15689-nekomonogatari-kuro,Nekomonogatari: Kuro,27,История кошки: Чёрная глава
https://shikimori.one/animes/z28297-ore-monogatari,Ore Monogatari!!,27,Моя история!
https://shikimori.one/animes/401-rurouni-kenshin-meiji-kenkaku-romantan-seisou-hen,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,27,Бродяга Кэнсин: Прошедшие годы
https://shikimori.one/animes/11113-usagi-drop-specials,Usagi Drop Specials,27,Брошенный кролик: Спешлы
https://shikimori.one/animes/35968-wotaku-ni-koi-wa-muzukashii,Wotaku ni Koi wa Muzukashii,27,Так сложно любить отаку
https://shikimori.one/animes/29893-aria-the-avvenire,Aria the Avvenire,27,Ария: Будущее
https://shikimori.one/animes/34438-code-geass-hangyaku-no-lelouch-i-koudou,Code Geass: Hangyaku no Lelouch I - Koudou,27,Код Гиас: Восставший Лелуш — Пробуждение
https://shikimori.one/animes/y7338-darker-than-black-kuro-no-keiyakusha-gaiden,Darker than Black: Kuro no Keiyakusha Gaiden,27,Темнее чёрного: Чёрный контрактор — Гайдэн
https://shikimori.one/animes/26213-free-eternal-summer-kindan-no-all-hard,Free!: Eternal Summer - Kindan no All Hard!,27,Вольный стиль! Вечное лето — Спешл
https://shikimori.one/animes/21877-high-score-girl,High Score Girl,28,Девчонка не промах
https://shikimori.one/animes/645-hikaru-no-go-hokuto-hai-e-no-michi,Hikaru no Go: Hokuto Hai e no Michi,28,Хикару и Го: Кубок Северной Звезды
https://shikimori.one/animes/9996-hyouge-mono,Hyouge Mono,28,Чудные вещи
https://shikimori.one/animes/40046-id-invaded,Id:Invaded,28,ID: Вторжение
https://shikimori.one/animes/z10080-kami-nomi-zo-shiru-sekai-ii,Kami nomi zo Shiru Sekai II,28,Одному лишь Богу ведомый мир II
https://shikimori.one/animes/18661-kamisama-hajimemashita-ova,Kamisama Hajimemashita OVA,28,"Приятно познакомиться, Бог OVA"
https://shikimori.one/animes/7711-karigurashi-no-arrietty,Karigurashi no Arrietty,28,Ариэтти из страны лилипутов
https://shikimori.one/animes/33489-little-witch-academia-tv,Little Witch Academia (TV),28,Академия ведьмочек
https://shikimori.one/animes/z24997-love-live-the-school-idol-movie,Love Live! The School Idol Movie,28,Живая любовь! Проект «Школьный идол» (2015)
https://shikimori.one/animes/z10721-mawaru-penguindrum,Mawaru Penguindrum,28,Пингвиний барабан
